,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons
754,Woezel & Pip: Overal vriendjes,2016–,N/A,N/A,N/A,N/A,N/A,N/A,"Marlyn Coetsier, Jogchem Jalink, Tim Velreads, Daphne Zandberg",N/A,Dutch,Netherlands,N/A,N/A,[],N/A,N/A,N/A,tt6324548,series,,,,,True,,N/A
755,Glee: The Final Curtain,2015,N/A,19 May 2015,N/A,Short,Jeffrey Lerner,Jeffrey Lerner,"Darren Criss, Jane Lynch, Kevin McHale, Lea Michele",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt4956078,movie,N/A,N/A,N/A,N/A,True,,
756,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
757,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
758,Welcome Home,2018,R,16 Nov 2018,97 min,Thriller,George Ratliff,David Levinson,"Emily Ratajkowski, Aaron Paul, Riccardo Scamarcio, Katy Louise Saunders","A couple spend a weekend at a vacation rental home in the Italian countryside in an attempt to repair their relationship, but soon become victims of the homeowner's sinister plans.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BN2UyNmJhZDMtNWJiNy00ZDM4LTgzZjctMDUzNDVhMTE1ZmM4XkEyXkFqcGdeQXVyMjU3NTI0Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,5.2,"4,444",tt6829180,movie,11 Dec 2018,N/A,Vertical Entertainment,N/A,True,,
759,Venom,2018,PG-13,05 Oct 2018,112 min,"Action, Sci-Fi, Thriller",Ruben Fleischer,"Jeff Pinkner (screenplay by), Scott Rosenberg (screenplay by), Kelly Marcel (screenplay by), Jeff Pinkner (screen story by), Scott Rosenberg (screen story by), Todd McFarlane (Marvel's Venom Character created by), David Michelinie (Marvel's Venom Character created by)","Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze","A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.","English, Mandarin, Malay","China, USA",3 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BNzAwNzUzNjY4MV5BMl5BanBnXkFtZTgwMTQ5MzM0NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,6.7,"327,020",tt1270797,movie,18 Dec 2018,N/A,Columbia Pictures,N/A,True,,
760,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
761,Motown Magic,2018–,N/A,20 Nov 2018,15 min,"Animation, Comedy, Family, Fantasy, Musical",N/A,Josh Wakely,"Steven Cantor, Avia Fields, Kelly Jean Badgley","Imaginative boy Ben transforms his city by bringing colorful street art to life, armed with a magic paintbrush and the classic sounds of Motown.",English,"Australia, USA",N/A,https://m.media-amazon.com/images/M/MV5BZjVkNjQ3NWQtYWM0Zi00ZTc0LWEyMzQtZTRiZTU0MGEyYzE2XkEyXkFqcGdeQXVyMjM5MTQyODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,219,tt8959860,series,,,,,True,,1
762,Paquita Salas,2016–,N/A,06 Jul 2016,N/A,Comedy,N/A,"Javier Ambrossi, Javier Calvo","Brays Efe, Belén Cuesta, Lidia San José, Álex de Lucas",After losing her biggest client talent agent Paquita starts a search for new stars.,Spanish,Spain,5 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BMjQ4MDc4Mjc1MF5BMl5BanBnXkFtZTgwNDYzNDk2NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,"1,904",tt5866074,series,,,,,True,,2
763,Dope,2017–,TV-MA,22 Dec 2017,45 min,"Documentary, Crime",N/A,N/A,N/A,"Ride along for an uncompromising look at the lives of those who sell, use and wage a war on drugs in the U.S. and Mexico.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BYmQ3YzNhYjktZDcwMy00ZTI4LWI0ODEtZWJhZDcxNjA0MGFiXkEyXkFqcGdeQXVyNjgwMTgyODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"1,329",tt7782022,series,,,,,True,,3
764,Shaft,2019,R,14 Jun 2019,111 min,"Action, Comedy, Crime",Tim Story,"Ernest Tidyman (based upon the character John Shaft from the novel by), Kenya Barris, Alex Barnow","Samuel L. Jackson, Jessie T. Usher, Richard Roundtree, Regina Hall","JJ Shaft, a cyber security expert with a degree from MIT, enlists his family's help to uncover the truth behind his best friend's untimely death.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNmExNGZmYzItZTMzMi00YWJjLWJkYmQtMDg5MjgzYjYyZDk1XkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.4,"38,405",tt4463894,movie,10 Sep 2019,N/A,New Line Cinema,N/A,True,,
765,Exhibit A,2019–,TV-14,28 Jun 2019,N/A,"Documentary, Crime",N/A,Kelly Loudenberg,N/A,This true crime series shows how innocent people have been convicted with dubious forensic techniques and tools such as touch DNA and cadaver dogs.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZGIxYzQ0ZWItMzBhZS00ODYxLWFlZTYtODkxZDQ4ZWI1Y2JjXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,538,tt10376904,series,,,,,True,,N/A
766,Family Business,2019–,N/A,28 Jun 2019,N/A,Comedy,N/A,N/A,"Jonathan Cohen, Gérard Darmon, Julia Piaton, Liliane Rovère","Learning that cannabis will be legalized, Joseph, a failed entrepreneur, decides to transform, with the help of his family and friends, the kosher butcher shop of his father and open the first marijuana coffeeshop in France.",French,France,N/A,https://m.media-amazon.com/images/M/MV5BNzAxNTNmZDktZDIxZi00YzNjLWI0M2QtYjVjZjM4MTg2MDBhXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,866,tt10423460,series,,,,,True,,1
767,Tales of the City,1993,TV-MA,10 Jan 1994,360 min,"Drama, Mystery, Romance",N/A,N/A,"Olympia Dukakis, Donald Moffat, Chloe Webb, Laura Linney",The stories of several colorful characters living in San Francisco. Based on the book by Armistead Maupin (Is A Man I Dreamt Up).,English,"UK, USA",Nominated for 2 Primetime Emmys. Another 3 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTk0MjkwMjgxNF5BMl5BanBnXkFtZTYwMTYxNDk5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"3,085",tt0106148,series,,,,,True,,1
768,More Tales of the City,1998,TV-MA,07 Jun 1998,330 min,"Drama, Romance",N/A,N/A,"Olympia Dukakis, Laura Linney, Colin Ferguson, Barbara Garrick","In this sequel to the controversial PBS mini-series, Mona Ramsey is on a cross-country trip that takes her to a brothel which may hold a secret about her past. Michael ""Mouse"" Tolliver and ...",English,"UK, Canada, USA",Nominated for 5 Primetime Emmys. Another 1 win & 6 nominations.,https://m.media-amazon.com/images/M/MV5BZDRjYmI2ODctNDI0NS00NjFhLTk2MDYtNGZmODYxY2RmOWNlXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,"1,263",tt0120574,series,,,,,True,,N/A
769,Further Tales of the City,2001,TV-MA,06 May 2001,180 min,"Drama, Mystery, Romance",N/A,N/A,"Olympia Dukakis, Paul Hopkins, Laura Linney, Barbara Garrick","This third installment to ""Tales of the City"" finds Mary Ann Singleton struggling to advance in her new career as a TV personality, while Michael Tolliver is playing the field after his ...",English,"Canada, USA",Nominated for 1 Primetime Emmy. Another 1 win & 10 nominations.,https://m.media-amazon.com/images/M/MV5BZmU2ODc0NTMtNzU2MS00NDdiLThkZGMtMTYzYzg4NTk1ODkxXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"1,186",tt0245625,series,,,,,True,,1
770,Deliver Us from Evil,2014,R,02 Jul 2014,118 min,"Horror, Mystery, Thriller",Scott Derrickson,"Scott Derrickson (screenplay), Paul Harris Boardman (screenplay), Ralph Sarchie (book), Lisa Collier Cool (book)","Eric Bana, Edgar Ramírez, Olivia Munn, Chris Coy","New York police officer Ralph Sarchie investigates a series of crimes. He joins forces with an unconventional priest, schooled in the rites of exorcism, to combat the possessions that are terrorizing their city.","English, Spanish, Latin, Italian",USA,2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BM2MwYjg5NDEtYmZiNy00YTk4LWIwMmItMGE3MmM2YzY4MmYzXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.2,"66,759",tt2377322,movie,28 Oct 2014,"$18,871,466",Sony Pictures,N/A,True,,
771,Daniel Sosa: Maleducado,2019,N/A,27 Jun 2019,54 min,Comedy,"Marcos Bucay, Alex Díaz",N/A,Daniel Sosa,N/A,Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BN2E1Y2MyOGMtNGY1NC00MmRhLTgwMTctNDIzYThiNGU0MDYzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,27,tt10438652,movie,N/A,N/A,N/A,N/A,True,,
772,Anima,2019,N/A,27 Jun 2019,15 min,"Short, Music",Paul Thomas Anderson,N/A,"Gala Moody, Dajana Roncione, Thom Yorke","In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead scores and stars in a mind-bending visual piece. Best played loud.",English,UK,1 nomination.,https://m.media-amazon.com/images/M/MV5BNWI0MWFhODItYWQ5ZS00NTE5LTg0NDQtM2MwMmNkZjY0MzNhXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.7,"7,536",tt10516984,movie,27 Jun 2019,N/A,Netflix,N/A,True,,
773,Kahaani,2012,Not Rated,09 Mar 2012,122 min,"Mystery, Thriller",Sujoy Ghosh,"Sujoy Ghosh (dialogue), Sujoy Ghosh (screenplay), Sujoy Ghosh (story), Advaita Kala (story), Suresh Nair (additional screenplay), Ritesh Shah (dialogue), Sutapa Sikdar (dialogue), Nikhil Vyas (additional screenplay)","Vidya Balan, Parambrata Chattopadhyay, Indraneil Sengupta, Nawazuddin Siddiqui","A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him.","Hindi, Bengali, English",India,23 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ1NDI0NzkyOF5BMl5BanBnXkFtZTcwNzAyNzE2Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"54,436",tt1821480,movie,31 Jul 2012,"$1,030,219",Viacom 18 Motion Pictures &amp; Pen India,N/A,True,,
774,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
775,The Golem,2018,N/A,05 Feb 2019,95 min,"Drama, Horror","Doron Paz, Yoav Paz",Ariel Cohen,"Hani Furstenberg, Ishai Golan, Kirill Cernyakov, Brynie Furstenberg","During an outbreak of a deadly plague, a mystical woman must save her tight-knit Jewish community from foreign invaders, but the entity she conjures to protect them is a far greater evil.",English,Israel,3 nominations.,https://m.media-amazon.com/images/M/MV5BMWVkODc4ZWMtM2JlNi00M2M0LThmYjMtODIxNzQ4MTkwYThiXkEyXkFqcGdeQXVyOTMzOTMzMTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,5.7,"3,608",tt8329290,movie,05 Feb 2019,N/A,Epic Pictures,N/A,True,,
776,Mike Epps: Only One Mike,2019,TV-14,25 Jun 2019,63 min,Comedy,Kevin Bray,N/A,Mike Epps,"A 2019 stand-up comedy special by comedian Mike Epps, where he tackles sexual misconduct, special education, aging body parts and more.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTAzZWQ4NDYtOGY0OC00MWQ3LWJkYTYtMDQwMGQwZTVmYWQxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",N/A,4.7,212,tt10376958,movie,25 Jun 2019,N/A,Netflix,N/A,True,,
777,Forest of Piano,2018–,TV-PG,09 Apr 2018,25 min,"Animation, Adventure, Drama, Musical",N/A,N/A,"Tony Azzolino, Johnny Yong Bosch, Reba Buhr, Griffin Burns","Two different people - the son of a prostitute, and the son of a professional musician - develop a bond of friendship through their love of playing the piano.",Japanese,"Japan, Italy",N/A,https://m.media-amazon.com/images/M/MV5BNDIzMTMwNWYtYjcxYy00ZTg2LTk2NWItMzVjYjg0NjQzYzUyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,411,tt8043492,series,,,,,True,,1
778,Man of Steel,2013,PG-13,14 Jun 2013,143 min,"Action, Adventure, Sci-Fi",Zack Snyder,"David S. Goyer (screenplay), David S. Goyer (story), Christopher Nolan (story), Jerry Siegel (Superman created by), Joe Shuster (Superman created by)","Henry Cavill, Amy Adams, Michael Shannon, Diane Lane","An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened, when survivors of his home planet invade Earth.",English,"USA, UK",7 wins & 46 nominations.,https://m.media-amazon.com/images/M/MV5BMTk5ODk1NDkxMF5BMl5BanBnXkFtZTcwNTA5OTY0OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,7.0,"668,647",tt0770828,movie,12 Nov 2013,"$291,021,565",Warner Bros. Pictures,N/A,True,,
779,Cop Out,2010,R,26 Feb 2010,107 min,"Action, Comedy, Crime, Thriller",Kevin Smith,"Robb Cullen, Mark Cullen","Bruce Willis, Tracy Morgan, Juan Carlos Hernández, Cory Fernandez","Jimmy's rare baseball card is robbed. Since it's his only hope to pay for his daughter's upcoming wedding, he recruits his cop partner Paul to track down the robber, a memorabilia-obsessed gangster.","English, Spanish",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTk0NzcxMjYwNF5BMl5BanBnXkFtZTcwMTI4MTIxMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,5.6,"83,448",tt1385867,movie,20 Jul 2010,"$44,047,293",Warner Bros. Pictures,N/A,True,,
780,The Losers,2010,PG-13,23 Apr 2010,97 min,"Action, Adventure, Crime, Mystery, Thriller",Sylvain White,"Peter Berg (screenplay), James Vanderbilt (screenplay), Andy Diggle (comic book series), Jock (comic book series)","Jeffrey Dean Morgan, Zoe Saldana, Chris Evans, Idris Elba","A CIA special forces team are betrayed and left for dead by their superiors, galvanizing them to mount an offensive on the CIA.",English,"USA, France",1 win & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMjU3MTU0NDI4Nl5BMl5BanBnXkFtZTcwMTE0NDMyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.3,"87,883",tt0480255,movie,20 Jul 2010,"$23,400,000",Warner Bros. Pictures,N/A,True,,
781,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
782,The Casketeers,2018–,TV-14,21 Dec 2018,N/A,Documentary,N/A,Annabelle Lee-Harris,"Francis Tipene, Kaiora Tipene",Maori funeral directors Francis and Kaiora Tipene and staff temper good humor with care and respect as they help Polynesian families cope with loss.,"English, Maori",New Zealand,N/A,https://m.media-amazon.com/images/M/MV5BOGI4NjQ2MmMtYjc2MC00ZTIyLWJiNjUtY2M2ZTJmMjdjYWNjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,283,tt8365054,series,,,,,True,,N/A
783,Girls Incarcerated: Young and Locked Up,2018–,TV-MA,01 Mar 2018,45 min,"Documentary, Reality-TV, Talk-Show",N/A,N/A,N/A,A documentary show about troubled girls who are are juvenile delinquents in Madison Juvenile Center,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNzQ0MTA2YTgtNTE2YS00NDg2LTk0NDYtMWQ2MGYyNzEyYzgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,819,tt8092942,series,,,,,True,,1
784,Dark,2017–,TV-MA,01 Dec 2017,60 min,"Crime, Drama, Mystery, Sci-Fi, Thriller",N/A,"Baran bo Odar, Jantje Friese","Karoline Eichhorn, Louis Hofmann, Jördis Triebel, Maja Schöne","A family saga with a supernatural twist, set in a German town, where the disappearance of two young children exposes the relationships among four families.",German,"Germany, USA",5 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BMmIyZjA3NGUtYjlhNS00ZDlkLWI0MDgtMDc2YWNjNGMwYWZhXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]",N/A,8.7,"164,958",tt5753856,series,,,,,True,,3
785,The Confession Tapes,2017–,TV-MA,08 Sep 2017,46 min,"Documentary, Crime",N/A,Kelly Loudenberg,"David Burns, Loretta Fisher, Brian Hutchinson, Sarah Isaacs",A critical look into some true crime cases where American law enforcement made up for lack of actual physical evidence by using devious psychological tactics during interrogation in order to extract confessions from naive suspects.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BM2U4NzMxODItMDM0ZC00MzExLWI4ODktZjNjNDIzOTYyMTE2XkEyXkFqcGdeQXVyMjQzNzk2ODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"4,150",tt7349602,series,,,,,True,,2
786,Salem: His Sister's Father,2014,N/A,01 May 2014,N/A,"Comedy, Drama",Mohamed Hamdy,N/A,"Hassan Abdel Fattah, Ayten Amer, Mohamed El-Shaqanqery, Houria Farghally","A poor guy called Salem works as street vendor and takes care of his sister after the death of their parents. Close people call him Salem Abu Ukhtuh (Salem, his sister's father). After the ...",Arabic,Egypt,N/A,https://m.media-amazon.com/images/M/MV5BYzY0N2EyODAtZDUwZi00MzFiLWE5YzQtZDkwNjljMmE0ZWQxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}]",N/A,3.5,64,tt3703498,movie,N/A,N/A,N/A,N/A,True,,
787,Neon Genesis Evangelion,1995–1996,TV-14,20 Aug 1997,624 min,"Animation, Action, Drama, Fantasy, Sci-Fi, Thriller",N/A,Hideaki Anno,"Spike Spencer, Allison Keith, Sue Ulu, Amanda Winn Lee",A teenage boy finds himself recruited as a member of an elite team of pilots by his father.,"Japanese, English","Japan, USA, New Zealand",N/A,https://m.media-amazon.com/images/M/MV5BYjY1Y2ZmNDctZWQ3Yy00MTE3LTk2M2QtMjQ0MDA5ODVjMDEyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,"43,562",tt0112159,series,,,,,True,,1
788,Mr. Iglesias,2019–,TV-14,21 Jun 2019,30 min,Comedy,N/A,Kevin Hench,"Gloria Aung, Gabriel Iglesias, Sherri Shepherd, Jacob Vargas",A good-natured high school teacher working at his alma mater works with gifted but misfit and disinterested students.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNDNmZGM4NDEtZjEzZi00NGMwLTkzM2YtMjQ2Y2MyZDM2NzY1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"3,763",tt8403536,series,,,,,True,,N/A
789,Black Ballerina,2016,TV-G,01 Sep 2016,57 min,Documentary,Frances McElroy,N/A,"Joan Myers Brown, Delores Browne, Bianca Fabré, Ashley Murphy","Set in the overwhelmingly white world of classical dance, it tells the stories of amazingly talented black ballerinas from several generations who face racism, exclusion and unequal ...",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMDI2MjIxZTMtZmU5MC00ZWUyLThjZGItYjNkNzJkYmM5OTk0XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,18,tt6245710,movie,N/A,N/A,Shirley Road Productions,N/A,True,,
790,Neon Genesis Evangelion: The End of Evangelion,1997,Not Rated,01 Jun 2002,87 min,"Animation, Action, Drama, Fantasy, Sci-Fi","Hideaki Anno, Kazuya Tsurumaki",Hideaki Anno (screenplay),"Megumi Ogata, Megumi Hayashibara, Yûko Miyamura, Kotono Mitsuishi",Concurrent theatrical ending of the TV series Neon Genesis Evangelion (1995).,Japanese,Japan,2 wins.,https://m.media-amazon.com/images/M/MV5BZjJhMThkNTQtNjkxNy00MDdjLTg4MWQtMTI2MmQ3MDVmODUzXkEyXkFqcGdeQXVyMTAwOTA3NzY3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,8.1,"33,512",tt0169858,movie,24 Sep 2002,N/A,N/A,N/A,True,,
791,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
792,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
793,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
794,Reaction,2011,N/A,04 Jun 2011,5 min,"Short, Comedy",Kevin Strahm,"Stephen Ballast, Kevin Strahm","Amy Floyd, Michelle Fratus, Victor Gage, Lee Medina",A man experiences some unusual side effects after a visit to the doctor's office.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt2277474,movie,N/A,N/A,N/A,N/A,True,,
795,Good Luck Girl!,2012–,TV-14,04 Jul 2012,N/A,"Animation, Comedy, Fantasy",N/A,N/A,"Kana Hanazawa, Yumi Uchiyama, Yoshihisa Kawahara, Hiro Shimono",A goddess of misfortune comes to Earth to deal with the obnoxious but lucky girl whose good fortune is causing the world to fall out of balance.,"English, Japanese",Japan,N/A,https://m.media-amazon.com/images/M/MV5BZmM5Y2U4MDgtZWEzNy00MTY3LTk1NmUtY2YwOWU1ZTYyODQzXkEyXkFqcGdeQXVyMzQ3OTE4NTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,281,tt2250040,series,,,,,True,,1
796,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
797,Conlon Nancarrow: Virtuoso of the Player Piano,2012,N/A,27 Apr 2012,57 min,"Documentary, Biography, Music",N/A,James Greeson,N/A,Conlon Nancarrow won a MacArthur Genius Grant for his amazing compositions for the Player Piano - the only instrument that could perform his rhythmically astonishing music back in the 1940s...,English,"USA, Germany, Switzerland, Mexico",N/A,N/A,[],N/A,N/A,N/A,tt2298287,movie,N/A,N/A,N/A,N/A,True,,
798,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
799,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
800,Goosebumps 2: Haunted Halloween,2018,PG,12 Oct 2018,90 min,"Adventure, Comedy, Family, Fantasy, Horror",Ari Sandel,"Rob Lieber (screenplay by), Rob Lieber (story by), Darren Lemke (story by), R.L. Stine (based on the Scholastic Goosebumps Books written by)","Wendi McLendon-Covey, Madison Iseman, Jeremy Ray Taylor, Caleel Harris",Two young friends find a magic book that brings a ventriloquist's dummy to life.,English,"USA, UK",N/A,https://m.media-amazon.com/images/M/MV5BNzgxMDQ2MDUyMF5BMl5BanBnXkFtZTgwNzgyMjQyNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,5.6,"15,266",tt5664636,movie,15 Jan 2019,N/A,Columbia Pictures,N/A,True,,
801,Beats,2019,TV-MA,19 Jun 2019,109 min,Drama,Chris Robinson,Miles Orion Feldsott,"Khalil Everage, Evan J Simpson, Ashley Jackson, Ahmad Nicholas Ferguson","A reclusive teenage musical prodigy forms an unlikely friendship with a down-on-his-luck high school security guard. United by their mutual love of hiphop, they confront the demons of their past and try to break into Chicago's music scene.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BZTM5ZDQ3MTctYTlmNC00OWU4LTg4MDAtM2I5NzNhM2JkOTkzXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",N/A,6.4,"3,469",tt8530978,movie,N/A,N/A,N/A,N/A,True,,
802,The Edge of Democracy,2019,TV-14,19 Jun 2019,121 min,"Documentary, History",Petra Costa,"Petra Costa (screenplay), Carol Pires, David Barker, Moara Passoni, Daniela Capelato (script collaboration), Antônia Pellegrino (script collaboration), Virginia Primo (script collaboration)","Dilma Rousseff, Luiz Inácio Lula da Silva, Marisa Letícia Lula da Silva, Sergio Moro",Political documentary and personal memoir collide in this exploration into the complex truth behind the unraveling of two Brazilian presidencies.,Portuguese,Brazil,N/A,https://m.media-amazon.com/images/M/MV5BNDE2NGVmOWItYWI2NC00ZDcxLTk1NmQtYTE5M2U0MmIyYWM1XkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.4,"5,965",tt6016744,movie,19 Jun 2019,N/A,Netflix,N/A,True,,
