,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons
666,Penn Manor: The Power of Open in Education,2015,N/A,01 Jun 2015,9 min,"Documentary, Short",Brett Abramsky,N/A,"Susan Black, Jarred Claar, Christa Craig, Philip Gale","Follow Charlie Reisinger, IT director for the Penn Manor school district, as he demonstrates the benefits of open philosophy and collaboration.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt4965364,movie,N/A,N/A,N/A,N/A,True,,
667,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
668,The Women Who Kill Lions,2016,N/A,29 Jun 2016,47 min,Documentary,Neil Rawles,N/A,"Rebecca Front, Rebecca Francis, Jacine Jadresko",Female big game hunters Rebecca Francis and Jacine Jadresko talk candidly about why they participate in this blood sport and the extreme levels of abuse they have received including from celebrities.,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BNDEzMTlhNzktYTdkYi00NGU3LTljMjItNzUxZTkyMzA4MDkzXkEyXkFqcGdeQXVyNDg0NTk2NTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}]",N/A,3.6,136,tt5859338,movie,N/A,N/A,N/A,N/A,True,,
669,Kabhi Haan Kabhi Naa,1994,N/A,25 Feb 1994,158 min,"Comedy, Drama, Music, Musical, Romance",Kundan Shah,"Pankaj Advani (screenplay), Pankaj Advani (story), Ranjit Kapoor (dialogue), Kundan Shah (screenplay), Kundan Shah (story)","Shah Rukh Khan, Suchitra Krishnamoorthi, Deepak Tijori, Rita Bhaduri",Sunil and some of his friends start a band and perform at weddings and special occasions. Sunil is in love with Aana but Aana loves Chris; when Sunil finds out about this he decides to ...,"Hindi, English",India,2 wins.,https://m.media-amazon.com/images/M/MV5BYmFjYTRmMzctNWU5YS00MjY2LTg4Y2EtZDZkMWI0YjIzMjVlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"16,439",tt0110222,movie,N/A,N/A,N/A,N/A,True,,
670,The Blind Christ,2016,N/A,13 Apr 2017,85 min,Drama,Christopher Murray,Christopher Murray,"Michael Silva, Pedro Godoy, Ana María Henríquez, Bastián Insotroza",Michael is an inhabitant of a remote village in the Chilean desert. But not any inhabitant. He is Christ.,Spanish,"Chile, France",1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BYTUyMmE4NGEtZWNhNi00NjZmLThlYzAtMjVhNjgwZDExYTM3XkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,178,tt4778424,movie,N/A,N/A,N/A,N/A,True,,
671,Ram Jaane,1995,Not Rated,24 Nov 1995,122 min,"Action, Crime, Drama, Romance",Rajiv Mehra,"Vinay Shukla (dialogue), Vinay Shukla (screenplay), Vinay Shukla (story)","Shah Rukh Khan, Juhi Chawla, Vivek Mushran, Pankaj Kapur",Ram Jaane is arrested by a security guard after stealing cargo from a train with his best friend. He is shortly released and becomes one of the biggest hustlers in the city. After a deadly ...,Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMTc1MDkzODk2Nl5BMl5BanBnXkFtZTcwNjA2ODgzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,"3,395",tt0114231,movie,21 Dec 1999,N/A,N/A,N/A,True,,
672,Stranger,2017–,TV-14,10 Jun 2017,60 min,"Crime, Drama, Mystery, Thriller",N/A,N/A,"Seung-woo Cho, Doona Bae, Jae-woong Choi, Joon-hyuk Lee",A prosecutor without empathy and a bold female police are taking a murder case involving unrestrained political corruption.,Korean,South Korea,4 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BNTRlM2Q5MTAtMjA0Ni00OGZkLWFjNjItMGM3YmQ1OTY3OWZmXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,"2,950",tt6461346,series,,,,,True,,1
673,The Bomb,2016,N/A,01 Aug 2017,55 min,Documentary,"Kevin Ford, Smriti Keshari, Eric Schlosser",N/A,N/A,the bomb places the viewer in the middle of the story of nuclear weapons - the most dangerous machines ever built - from the Trinity Test in 1945 to the current state of nuclear weapons in 2016.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BZTU4ZGI4MzItMTFkOC00ODM5LWI1MTUtMjQ0ZDU2NTRlYjQyXkEyXkFqcGdeQXVyMjMxMzkyMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,464,tt5596034,movie,N/A,N/A,N/A,N/A,True,,
674,Empire of the Tsars: Romanov Russia with Lucy Worsley,2016–,Not Rated,10 Jan 2016,N/A,"Documentary, History",N/A,N/A,"Lucy Worsley, Janet Hartley, Simon Dixon",British historian Lucy Worsley travels to Russia to investigate the 300-year reign of the Romanov dynasty.,English,UK,1 nomination.,https://m.media-amazon.com/images/M/MV5BYTY4Nzk1ZGItZTM5OC00NzkxLWI0NTEtODVkZmY3ZDhiYzc1L2ltYWdlXkEyXkFqcGdeQXVyNTgwMTU1Nzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,679,tt5459618,series,,,,,True,,1
675,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
676,English Babu Desi Mem,1996,Not Rated,N/A,170 min,"Comedy, Drama, Musical, Romance",Praveen Nischol,"G.M. Ayaz (associate script), Ali Raza, S. Ali Raza","Shah Rukh Khan, Sonali Bendre, Rajeshwari, Saeed Jaffrey","After his brother dies, wealthy Vikram reluctantly goes back to India and forms a surprise bond with his orphaned nephew and the showgirl raising him.",N/A,India,N/A,https://m.media-amazon.com/images/M/MV5BN2FmMjU1ZjAtYmY5MS00ODM4LWE5MDAtYzUxMDhhNTIwNzc3XkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",N/A,4.7,"2,039",tt0136153,movie,31 Aug 1999,N/A,N/A,N/A,True,,
677,Maz Jobrani: Immigrant,2017,N/A,01 Aug 2017,112 min,"Documentary, Comedy",Maz Jobrani,Maz Jobrani,Maz Jobrani,"In this very funny comedy show, Maz mainly focuses on current political environment especially by telling jokes about Donald Trump and his anti-immigrant politics. During the show he talks ...",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BODJjOGJmYmEtN2Q3NS00ZjBjLWE3MDYtZGY2YzkxZjg2ZmJmXkEyXkFqcGdeQXVyMjQ5MDg4Nzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,609,tt7164714,movie,01 Aug 2017,N/A,Netflix,N/A,True,,
678,Oh Darling Yeh Hai India,1995,N/A,11 Aug 1995,160 min,Comedy,Ketan Mehta,"Parvati Balagopalan (screenplay), Ketan Mehta (story), Deepa Sahi (screenplay)","Shah Rukh Khan, Deepa Sahi, Javed Jaffrey, Anupam Kher",Miss India and an aspiring actor spend a night together roaming the streets of Mumbai and unwittingly clash paths with a megalomaniacal gangster planning to take over India.,Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BNDAxMDhmNTUtZDllMS00MGYyLWIyYTEtMzE3NWQ1NjdlYjJjXkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",N/A,4.2,"1,459",tt0114031,movie,N/A,N/A,N/A,N/A,True,,
679,Below Her Mouth,2016,Not Rated,28 Apr 2017,94 min,"Drama, Romance",April Mullen,Stephanie Fabrizi,"Erika Linder, Natalie Krill, Sebastian Pigott, Mayko Nguyen",An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,English,Canada,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTk0OWY0OGEtODgzOC00YTBiLWI3NWItYmVjZGJmZThmY2IwXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,5.5,"8,890",tt5073620,movie,N/A,N/A,Serendipity Point Films,N/A,True,,
680,Annabelle Hooper and the Ghosts of Nantucket,2016,Unrated,09 Aug 2016,92 min,"Adventure, Family, Mystery",Paul Serafini,"Kieran McGowan (story by), Stefne Miller (story by), Paul Serafini (story by), Kieran McGowan","Bailee Madison, Robert Capron, Rachel Resheff, Mavrick Moreno","Vacationing on historic Nantucket Island, a teenage mystery writer and her friends must outwit two scheming thieves to solve the secret behind a legendary ghost story.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjIxNzM1ODMyNF5BMl5BanBnXkFtZTgwMTg5NzE2ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,576,tt3032060,movie,N/A,N/A,Angelina Pictures,N/A,True,,
681,Amar,2017,N/A,21 Apr 2017,105 min,"Drama, Romance",Esteban Crespo,"Esteban Crespo, Mario Fernandez Alonso","María Pedraza, Pol Monen, Natalia Tena, Greta Fernández","Laura and Carlos love each other as if every day was the last, and perhaps that first love intensity is what will tear them apart a year later.",Spanish,Spain,3 nominations.,https://m.media-amazon.com/images/M/MV5BOTIxZDRmYTgtYzU3YS00MTgwLTg2MTktMTM1ODcyNWQzMjM3XkEyXkFqcGdeQXVyMzY2NTg0NTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,"3,068",tt5479616,movie,N/A,N/A,Avalon,N/A,True,,
682,Daughters of Destiny,2017–,N/A,28 Jul 2017,60 min,Documentary,Vanessa Roth,Vanessa Roth,"Shilpa Anthony Raj, Abraham George, Ajit George, Mariam George",Oscar-winning filmmaker Vanessa Roth follows a group of rural India's most disadvantaged children over the course of seven years.,English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BYzBmNDg0MGUtZjBiYy00YmNhLThlNjgtN2Q3M2VmN2FhNDA0XkEyXkFqcGdeQXVyNzQzNjYwMDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,572,tt1877895,series,,,,,True,,1
683,The Incredible Jessica James,2017,TV-MA,28 Jul 2017,85 min,Comedy,Jim Strouse,Jim Strouse,"Jessica Williams, Chris O'Dowd, LaKeith Stanfield, Noël Wells",An aspiring playwright in New York strikes up a friendship with a guy while on the rebound from a break-up.,English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BMTUxODczMTQ2Ml5BMl5BanBnXkFtZTgwNDI1ODA5MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.5,"5,630",tt5990342,movie,28 Jul 2017,N/A,Netflix,N/A,True,,
684,City of Tiny Lights,2016,Not Rated,26 Jul 2017,110 min,"Crime, Drama, Thriller",Pete Travis,Patrick Neate,"Riz Ahmed, Billie Piper, James Krishna Floyd, Cush Jumbo","In the teeming, multicultural metropolis of modern-day London, a seemingly straightforward missing-person case launches a down-at-heel private eye into a dangerous world of religious fanaticism and political intrigue.",English,UK,1 nomination.,https://m.media-amazon.com/images/M/MV5BYWVkMjlmMDctNmJmMi00NDA4LThkYjItMDhmNGRjNmQ4MmFmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,5.5,"1,626",tt1966385,movie,N/A,N/A,N/A,N/A,True,,
685,Joe Mande's Award-Winning Comedy Special,2017,TV-MA,25 Jul 2017,66 min,"Documentary, Comedy",Daniel Gray Longino,Joe Mande,"Joe Mande, Bo Burnham, Ron Funches, Blake Griffin",Comedian Joe Mande performs an hour of stand up in the hope of winning the prestigious American Humour Award.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYTgzYWU3NWQtYTVmZS00MWU0LTgxZTItY2RiZWVhOWVjMzQ1XkEyXkFqcGdeQXVyMTkzMTc3Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,395,tt7183876,movie,N/A,N/A,N/A,N/A,True,,
686,I Called Him Morgan,2016,N/A,24 Mar 2017,92 min,"Documentary, Drama, History, Music",Kasper Collin,"Kasper Collin, Jesper Osmund (narrative consultant)","Lee Morgan, Helen Morgan, Wayne Shorter, Larry Reni Thomas","An exploration of the relationship between jazz trumpeter Lee Morgan and his common-law wife Helen, who was implicated in his murder in 1972.",English,"Sweden, USA",1 win & 7 nominations.,https://m.media-amazon.com/images/M/MV5BZTU1YjlmZmMtMjcxNy00ZWJjLWJmNmEtMGE5NGFkYWViMzUwXkEyXkFqcGdeQXVyNTU5NDMxNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,7.3,"1,256",tt4170344,movie,N/A,"$8,544",Kasper Collin Produktion,N/A,True,,
687,Steins;Gate,2011–2015,TV-14,06 Apr 2011,24 min,"Animation, Comedy, Drama, Romance, Sci-Fi, Thriller",N/A,N/A,"Mamoru Miyano, Asami Imai, Kana Hanazawa, Ashly Burch","After discovering time travel, a university student and his colleagues must use their knowledge of it to stop an evil organization and their diabolical plans.","Japanese, English",Japan,N/A,https://m.media-amazon.com/images/M/MV5BMjUxMzE4ZDctODNjMS00MzIwLThjNDktODkwYjc5YWU0MDc0XkEyXkFqcGdeQXVyNjc3OTE4Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}]",N/A,8.8,"37,676",tt1910272,series,,,,,True,,1
688,Friday the 13th,2009,R,13 Feb 2009,97 min,"Horror, Mystery, Thriller",Marcus Nispel,"Damian Shannon (screenplay), Mark Swift (screenplay), Damian Shannon (story), Mark Swift (story), Mark Wheaton (story), Victor Miller (characters)","Jared Padalecki, Danielle Panabaker, Amanda Righetti, Travis Van Winkle","A group of young adults discover a boarded up Camp Crystal Lake, where they soon encounter Jason Voorhees and his deadly intentions.","English, Ukrainian",USA,2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ5ODI5NTMzN15BMl5BanBnXkFtZTcwNzY4MTYxMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,5.5,"92,955",tt0758746,movie,16 Jun 2009,"$64,959,486",Warner Bros. Pictures/New Line/Paramount,N/A,True,,
689,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
690,Handsome Devil,2016,N/A,02 Jun 2017,95 min,"Comedy, Drama, Sport",John Butler,John Butler,"Fionn O'Shea, Ardal O'Hanlon, Amy Huberman, Ruairi O'Connor",Ned and Conor are forced to share a bedroom at their boarding school. The loner and the star athlete at this rugby-mad school form an unlikely friendship until it's tested by the authorities.,"English, Latin",Ireland,5 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BYmIxMTdmOWYtMjRkZS00ZjM5LWJjZTYtMTM3Y2NmNzQ3NDJiXkEyXkFqcGdeQXVyNjg0ODE1ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.1,"9,142",tt5016946,movie,N/A,N/A,Treasure Entertainment,N/A,True,,
691,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
692,The Hunger Games: Mockingjay - Part 1,2014,PG-13,21 Nov 2014,123 min,"Action, Adventure, Sci-Fi, Thriller",Francis Lawrence,"Peter Craig (screenplay), Danny Strong (screenplay), Suzanne Collins (adaptation), Suzanne Collins (novel)","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson","Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.",English,USA,Nominated for 1 Golden Globe. Another 21 wins & 31 nominations.,https://m.media-amazon.com/images/M/MV5BMTcxNDI2NDAzNl5BMl5BanBnXkFtZTgwODM3MTc2MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.6,"393,682",tt1951265,movie,06 Mar 2015,"$295,457,212",Lionsgate Films,N/A,True,,
693,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
694,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
695,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
696,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
697,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
698,That Girl in Yellow Boots,2010,Not Rated,02 Sep 2011,103 min,"Crime, Drama, Mystery, Thriller",Anurag Kashyap,"Anurag Kashyap, Kalki Koechlin","Kalki Koechlin, Prashant Prakash, Naseeruddin Shah, Gulshan Devaiah",A British woman faces challenges while attempting to locate her father in India.,"Hindi, English, Kannada, Marathi",India,N/A,https://m.media-amazon.com/images/M/MV5BNzE1YzcyOWMtNjU5OC00ZDQ2LWFkNWItYzI2MjQ5OTllZDVlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,6.7,"3,252",tt1580704,movie,N/A,N/A,Indiepix,N/A,True,,
699,Unlocking Sherlock,2014,N/A,18 May 2014,56 min,Documentary,Susannah Ward,N/A,"Zeb Soanes, Benedict Cumberbatch, Steven Moffat, Mark Gatiss","A television documentary from 2014, this 56 minute short film explores the BBC television series ""Sherlock"" with interviews by the actors and writers of the show. Fans are given a ...",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOWYxMjJiYjgtMzg1OC00NWRjLTljMDctMjRkMWUxMjU3OTM1XkEyXkFqcGdeQXVyMjI3ODMyMTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,122,tt3711030,movie,N/A,N/A,Midnight Oil,N/A,True,,
700,To the Bone,2017,TV-MA,14 Jul 2017,107 min,Drama,Marti Noxon,Marti Noxon,"Rebekah Kennedy, Lily Collins, Dana L. Wilson, Ziah Colon","A young woman, dealing with anorexia, meets an unconventional doctor who challenges her to face her condition and embrace life.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMTU1MTQ0NDAyNV5BMl5BanBnXkFtZTgwNjQ4MjE4MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.8,"36,154",tt5541240,movie,14 Jul 2017,N/A,Netflix,N/A,True,,
701,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
702,Chasing Coral,2017,N/A,14 Jul 2017,93 min,Documentary,Jeff Orlowski,"Davis Coombe, Vickie Curtis, Jeff Orlowski","Andrew Ackerman, Pim Bongaerts, Neal Cantin, Phil Dustan","Coral reefs around the world are vanishing at an unprecedented rate. A team of divers, photographers and scientists set out on a thrilling ocean adventure to discover why and to reveal the underwater mystery to the world.",English,USA,7 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BOTkwMGM3MzgtOGVlMy00ZGY1LWEwNTYtM2E2NzhhYTAyYTVkL2ltYWdlXkEyXkFqcGdeQXVyMTE1NjQzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,8.1,"3,565",tt6333054,movie,14 Jul 2017,N/A,Netflix,N/A,True,,
703,Real Detective,2016–,N/A,07 Jan 2016,43 min,"Documentary, Crime, Drama",N/A,"Scott Bailey, Petro Duszara, Alain Zaloum","Michael Douglas Cake, Liana Montoro, Tyrone Benskin, Mizinga Mwinga",Each episode is a crime solution reenactment of a real murder. The actual detectives offer commentary throughout the show.,English,Canada,1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTc0MzQ3NTE5OV5BMl5BanBnXkFtZTgwMDM2ODY2NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"2,003",tt5299008,series,,,,,True,,2
704,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
705,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
706,Degrassi: Next Class,2016–,TV-PG,04 Jan 2016,30 min,"Drama, Romance",N/A,"Linda Schuyler, Yan Moore","Nikki Gould, Amanda Arcuri, Sara Waisglass, Ehren Kassam","Degrassi: Next Class follows the lives of the students from Degrassi Community School, a fictional high school in Toronto.",English,Canada,3 wins & 26 nominations.,https://m.media-amazon.com/images/M/MV5BMGQwZDE2YWYtMzkzNS00ZjYzLWEyYzUtNjNhMTk5NDNkYTdkXkEyXkFqcGdeQXVyMjcxODEyMTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,"2,207",tt5320160,series,,,,,True,,6
707,Take Me,2017,TV-MA,05 May 2017,83 min,"Comedy, Crime",Pat Healy,Mike Makowsky,"Pat Healy, Taylor Schilling, Alycia Delmore, Jim O'Heir",Ray is a fledgling entrepreneur who specializes in high-end simulated abductions. He jumps at the chance when a mysterious client contracts him for a weekend kidnapping with a handsome ...,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQ5Mjc1NzIzMF5BMl5BanBnXkFtZTgwOTg3NDEwMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.1,"3,470",tt6598626,movie,N/A,"$2,583",The Orchard,N/A,True,,
708,Vegas Baby,2016,N/A,04 Jul 2017,77 min,Documentary,Amanda Micheli,N/A,Athena Reich,"Some think an in vitro fertilization contest sounds crazy, but countless Americans desperate to start a family believe this social media experiment is their only hope.",English,USA,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNDM1M2MzZDQtNWJmZi00ZWU0LTk3ZTUtY2MyMTZkMDc5NDYzXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,98,tt4925028,movie,N/A,N/A,N/A,N/A,True,,
709,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
710,Speech,2017,N/A,11 May 2017,2 min,"Short, War",Ilyes Belayel,Ilyes Belayel,"Amine Saidi, Camilo Hernan Vargas",N/A,English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt8286260,movie,N/A,N/A,N/A,N/A,True,,
711,Barbie: Life in the Dreamhouse,2012–,TV-G,11 May 2012,3 min,"Animation, Short, Comedy, Family",N/A,N/A,"Kate Higgins, Sean Hankinson, Haviland Stillwell, Paula Rhodes",Barbie has various misadventures with her friends and sisters in a doll-sized version of Malibu.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTg0MDc4MzU4NF5BMl5BanBnXkFtZTgwNjM5MTgyMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"1,107",tt2644032,series,,,,,True,,7
712,Intersection,2016,N/A,N/A,9 min,"Short, Comedy, Drama",Angela Tucker,"Lauren Domino, Angela Tucker","Alexis Clark, Owen H. Dunne, Immanuel Simon",A couple goes on a road trip in southern Louisiana to support a friend.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt6090944,movie,N/A,N/A,Indican Pictures,N/A,True,,
713,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
714,Pretty Little Liars: A List Wrap Party,2017,N/A,27 Jun 2017,N/A,N/A,Timothy M. Gray,"Richard Basis, Greg Fleisher, Tahirah Foy","Troian Bellisario, Ashley Benson, Lucy Hale, I. Marlene King",Cast members share secrets and memorable moments.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNmYxNGJjY2YtMzg0My00MTJhLTgxMzAtNmQ4OTVlNTEyNDEzXkEyXkFqcGdeQXVyNjc5Mjg0NjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",N/A,5.7,32,tt7091132,movie,N/A,N/A,N/A,N/A,True,,
715,Mad Men,2007–2015,TV-14,19 Jul 2007,47 min,Drama,N/A,Matthew Weiner,"Jon Hamm, Elisabeth Moss, Vincent Kartheiser, January Jones","A drama about one of New York's most prestigious ad agencies at the beginning of the 1960s, focusing on one of the firm's most mysterious but extremely talented ad executives, Donald Draper.",English,USA,Won 5 Golden Globes. Another 132 wins & 381 nominations.,https://m.media-amazon.com/images/M/MV5BMjMwNzk5Nzg2OV5BMl5BanBnXkFtZTgwMjg1OTk1NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,"191,718",tt0804503,series,,,,,True,,7
716,Liar's Dice,2013,N/A,01 Nov 2017,104 min,"Adventure, Drama, Family",Geethu Mohandas,Geethu Mohandas,"Nawazuddin Siddiqui, Geetanjali Thapa, Manya Gupta, Vikram Bhagra",A mother and her daughter embarks on a desperate journey to find her missing husband. She met an guy who promised to help her for money. With limited money it become difficult to continue the search which leads to anxiety and despair.,Hindi,India,4 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNzViYThmZWEtNDhmZS00NmY1LWEyMjMtYWU4ZjhjMmI0Yjk0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,642,tt2343621,movie,N/A,N/A,N/A,N/A,True,,
717,Hostages,2013–2014,TV-14,23 Sep 2013,42 min,"Drama, Mystery, Thriller",N/A,"Alon Aranya, Jeffrey Nachmanoff, Omri Givon, Rotem Shamir","Toni Collette, Tate Donovan, Rhys Coiro, Sandrine Holt",A premiere surgeon is blackmailed in a plot to assassinate the president after her family is taken hostage by a rogue federal agent.,English,USA,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMjA0MzkzOTI5Ml5BMl5BanBnXkFtZTgwNzI1MjAwMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,"9,367",tt2647258,series,,,,,True,,1
