,Unnamed: 0,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons,rotten_tomatoes_rating
2643,544,ID-0,2017,TV-14,09 Apr 2017,24 min,"Animation, Action, Adventure, Drama, Sci-Fi",,,"Tony Azzolino, Reba Buhr, Christine Marie Cabanos, Douglas Cavum","In the midst of a field exercise operating I-Machines, Alliance Academy student Maya Mikuri is thrown into an entirely different kind of adventure.",Japanese,Japan,,https://m.media-amazon.com/images/M/MV5BNGVmMWZmMjQtMjYyNC00OTIyLTlmMmMtYmEzZmI1YjEyYjVkXkEyXkFqcGdeQXVyODEyMzI2OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",,6.1,220,tt7161218,series,,,,,True,,1.0,-
2644,545,Restless Creature: Wendy Whelan,2016,,24 May 2017,90 min,Documentary,"Linda Saffire, Adam Schlesinger",,"Peter Martins, Wendy Whelan",Documentary on the great American Ballerina Wendy Whelan,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BZmNiNDI3MDUtYjhkMS00ZjZjLWFjNjktYjA1ZDhkMmU5NzBjXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87.0,7.1,224,tt5119264,movie,,,,,True,,,-
2645,546,The Story of Diana,2017,,09 Aug 2017,240 min,"Documentary, Biography",Rebecca Gitlitz,,"Jess Cagle, Hillary Clinton, George Clooney, Rupert Murdoch","She was beloved by millions, but plagued by hidden turmoil. A tale of royalty, resilience and the heavy cost of fame.",English,USA,,https://m.media-amazon.com/images/M/MV5BODc2Y2M3ZmUtMjUyYS00ZDhhLWFiYTMtNmQ0MjA4NGIxOGUxXkEyXkFqcGdeQXVyMTUxODg3NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",,8.1,"1,192",tt7271684,movie,,,,,True,,,-
2646,547,Rodney Carrington: Here Comes the Truth,2017,,03 Oct 2017,66 min,"Documentary, Comedy",,,Rodney Carrington,"Raunchy country comic and musician Rodney Carrington jokes and sings about life in his 40s, poking fun at sex, relationships and gaining weight.",English,USA,,https://m.media-amazon.com/images/M/MV5BNzJkODI0MzgtNWMyZC00ZTdhLThjMjMtZWViNGYxMWVlYzI5XkEyXkFqcGdeQXVyNjc0NzYyMzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]",,4.3,105,tt7582798,movie,03 Oct 2017,,Netflix,,True,,,-
2647,548,The IT Crowd Manual,2013,,24 Dec 2013,46 min,"Documentary, Comedy",Joanna Hanley,,"Helen Arney, Richard Ayoade, Frances Barber, Matt Berry",A behind the scenes documentary featuring interviews with the cast and crew of The IT Crowd.,,,,,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",,7.1,83,tt4356698,movie,,,,,True,,,-
2648,549,World War II in Colour,2009–,,,65 min,"Documentary, War",,,Robert Powell,Recounts the events of world War II in color.,English,UK,,https://m.media-amazon.com/images/M/MV5BZTE2MDlmYTUtYTQwOC00MzA4LTkwNzQtOTJmMjdhMTdlMTM4XkEyXkFqcGdeQXVyNjQ0MjU4NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]",,8.7,"4,175",tt2069688,series,,,,,True,,1.0,-
2650,551,Ice Guardians,2016,,12 Sep 2016,108 min,"Documentary, Sport",Brett Harvey,"Scott Dodds, Brett Harvey","Jay Baruchel, Chris Chelios, Sasha Lakovic, Howard Bloom","On-ice enforcers struggle to rise through the professional ranks of the world's most prestigious hockey league, only to be confronted with a new found fight for the existence of the role itself.",English,"Canada, Ireland, USA",6 nominations.,https://m.media-amazon.com/images/M/MV5BMjM5MDQyODAyNF5BMl5BanBnXkFtZTgwMDgzNjA4OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",,7.5,"1,264",tt4431208,movie,,,Score G Productions,,True,,,100
2652,553,Lego Nexo Knights 4D Movie Experience,2016,,01 Jul 2016,12 min,"Animation, Short",Stu Gamble,Mark Hoffmeier,"Alessandro Juliani, Maryke Hendrikse, Giles Panton, Brian Drummond",,English,Denmark,,,[],,,,tt5361992,movie,,,,,True,,,-
2653,554,Franca: Chaos and Creation,2016,Not Rated,23 Sep 2017,80 min,"Documentary, Biography",Francesco Carrozzini,,"Marina Abramovic, Azzedine Alaïa, Naomi Campbell, Francesco Carrozzini","An intimate portrait of Franca Sozzani, the legendary editor-in-chief of Italian Vogue.","Italian, English, French","USA, Italy",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNDM1MDA3ODAtYWI5Mi00OThlLWI4OTQtYWY1MTZjMWI4MWUxXkEyXkFqcGdeQXVyMTQzOTczNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",,7.6,409,tt5317286,movie,,,,,True,,,-
2655,556,Generation Iron 2,2017,PG-13,12 May 2017,106 min,Documentary,Vlad Yudin,"Michael Kupisk (additional writing), Vlad Yudin","Arnold Schwarzenegger, Martyn Ford, Calum Von Moger, Kai Greene",Filmmaker Vlad Yudin follows several body builders as they struggle to find success in a competitive industry.,English,USA,,https://m.media-amazon.com/images/M/MV5BZWQ2ZWI0MDUtNmQ0NC00YjJjLTlkMWMtODg5YzgxYjAyYjc5XkEyXkFqcGdeQXVyNDMxNTQ3MTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",,6.1,"2,054",tt6263642,movie,12 May 2017,,,,True,,,-
2656,557,Ghost Patrol,2016,,09 Oct 2016,47 min,"Animation, Adventure",Karen J. Lloyd,"Marcy Brown, Dennis Haley, Alison Ross (concept)","Lili Beaudoin, Travis Turner, Kathleen Barr, Scott McNeil","Gabi and Spence, and the Spooky Dog, are the ""Ghost Patrol"", Their Towns supernatural pest control, but they have never seen a real ghost. When they get a call to investigate the old Geist ...",English,Canada,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjVkYWUwYWUtM2MwNS00OGVlLWJmMjUtYzU0NGI3ZDMzZTI4XkEyXkFqcGdeQXVyNDM2MjM2NDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",,4.8,168,tt6111628,movie,,,,,True,,,-
2657,558,The Royal House of Windsor,2017–,,22 Feb 2017,,History,,,,"The history of Britain's ruling dynasty, the Windsors, over the last 100 years, starting with the time around the outbreak of WWI.",English,UK,,https://m.media-amazon.com/images/M/MV5BMjAzNDBmOGItZmUyYS00Y2Y0LThkMjMtYTk2YTNlYzk2NmExXkEyXkFqcGdeQXVyNTg3OTIzNTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",,7.5,771,tt6596634,series,,,,,True,,,-
2658,559,Long Shot,2017,TV-14,29 Sep 2017,40 min,"Documentary, Short, Sport",Jacob LaMendola,,"Tasha Boggs, Juan Catalan, Melissa Catalan, Miguel Catalan","When Juan Catalan is arrested for a murder he insists he didn't commit, he builds his case for innocence around raw footage from a popular TV show, ""Curb Your Enthusiasm.""",English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMDQ2YjZkZjgtYThkYy00ODIxLTkzOGQtN2QxNTVmYWVhYjY2XkEyXkFqcGdeQXVyMjYyMDQwMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",,7.4,"4,123",tt7344360,movie,29 Sep 2017,,Netflix,,True,,,-
2659,560,Our Souls at Night,2017,TV-14,29 Sep 2017,103 min,"Drama, Romance",Ritesh Batra,"Scott Neustadter (screenplay by), Michael H. Weber (screenplay by), Kent Haruf (based on the novel by)","Judy Greer, Robert Redford, Jane Fonda, Bruce Dern","Fonda and Redford star as Addie Moore and Louis Waters, a widow and widower who've lived next to each other for years. The pair have almost no relationship, but that all changes when Addie tries to make a connection with her neighbor.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMzU4ODQ5MDc5OV5BMl5BanBnXkFtZTgwMjk4MDM1MzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69.0,6.9,"9,786",tt5034266,movie,29 Sep 2017,,Netflix,,True,,,90%
2660,561,Out of Thin Air,2017,,01 May 2017,85 min,"Documentary, Crime",Dylan Howitt,,"Erla Bolladóttir, Sævar Ciesiekski, Tryggvi Leifsson, Albert Skaftason","Iceland, 1976. Six suspects confess to two violent crimes. This is the strangest criminal investigation you've never heard of.",English,,2 nominations.,https://m.media-amazon.com/images/M/MV5BNzk4NDUxNzktY2QzMC00MmFmLWFjMGUtNTMxMjdiMGM0MzE0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",,6.3,"1,516",tt6330514,movie,,,,,True,,,-
2661,562,Real Rob,2015–,TV-MA,01 Dec 2015,30 min,Comedy,,,"Rob Schneider, Patricia Maya Schneider, Jamie Lissow, Miranda Scarlett Schneider",Centers around comedian Rob Schneider's real life while living in Hollywood.,English,USA,,https://m.media-amazon.com/images/M/MV5BMGFmZTc3ZjEtYzViZS00ZDFhLThkZGEtNTRkM2IyODE1ZWMxXkEyXkFqcGdeQXVyMzU3MTc5OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",,6.4,"2,213",tt3741346,series,,,,,True,,2.0,-
2662,563,Gerald's Game,2017,TV-MA,29 Sep 2017,103 min,"Drama, Horror, Thriller",Mike Flanagan,"Mike Flanagan (screenplay by), Jeff Howard (screenplay by), Stephen King (based on the novel by)","Carla Gugino, Bruce Greenwood, Chiara Aurelia, Carel Struycken","A couple tries to spice up their marriage in a remote lake house; after the husband dies unexpectedly, the wife is left handcuffed to their bed frame and must fight to survive and break free.",English,USA,4 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMzg0NGE0N2MtYTg1My00NTBkLWI5NjEtZTgyMDA0MTU4MmIyXkEyXkFqcGdeQXVyMTU2NTcyMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77.0,6.6,"77,085",tt3748172,movie,29 Sep 2017,,Netflix,,True,,,91%
2664,565,Manhattan Romance,2014,TV-14,01 Jan 2016,94 min,"Comedy, Drama, Romance",Tom O'Brien,Tom O'Brien,"Arnold C. Baker II, Jessie Barr, Tommy Burke, Louis Cancelmi","Danny, a commercial editor and documentary filmmaker attempts to finish his film, a study on relationship while navigating the relationships in his own life. Will he continue to chase the ...",English,USA,3 wins.,https://m.media-amazon.com/images/M/MV5BMjMzODk2MDc0MF5BMl5BanBnXkFtZTgwMTc3NjU4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",,5.5,"1,122",tt2608324,movie,17 Nov 2015,,Beacon Films Inc.,,True,,,-
2665,566,Don't Trust the B---- in Apartment 23,2012–2013,TV-14,11 Apr 2012,22 min,Comedy,,Nahnatchka Khan,"Krysten Ritter, Dreama Walker, Michael Blaiklock, Eric André","Chloe is a New York party girl with the morals of a pirate. She causes trouble for her naive small town roommate, June, and Chloe's best friend, James Van Der Beek.",English,USA,2 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BNDkwMTY4MDIwM15BMl5BanBnXkFtZTcwODc4MDk2Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",,7.3,"33,133",tt1819509,series,,,,,True,,2.0,-
2667,568,Def Comedy Jam 25,2017,TV-MA,26 Sep 2017,80 min,"Documentary, Comedy",Louis J. Horvitz,"Rodney Barnes, Lance Crouther, Alyson Fouse, Miles Grose, Jon Macks, Dino Shorte, Jeff Stilson","Dave Chappelle, Tiffany Haddish, Steve Harvey, Bill Bellamy","Def Comedy Jam 25 celebrates the impact and legacy of the groundbreaking HBO comedy series Def Comedy Jam, which debut 25-years ago running from 1992 to 1997. Def Comedy Jam 25 celebrates ...",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BZWY0MzJjNmItNDc3OS00NzAwLTllM2QtYTQwODM1MTUzY2NmXkEyXkFqcGdeQXVyNTgxMjU0NTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",,6.6,840,tt7427130,movie,26 Sep 2017,,Netflix,,True,,,-
2670,571,The Bad Batch,2016,R,23 Jun 2017,118 min,"Drama, Horror, Romance, Sci-Fi",Ana Lily Amirpour,Ana Lily Amirpour,"Suki Waterhouse, Jason Momoa, Jayda Fink, Keanu Reeves","In a desert dystopia, a young woman is kidnapped by cannibals.",English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BOTA3NTI2MzMwMF5BMl5BanBnXkFtZTgwNzY0OTcyMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62.0,5.3,"23,325",tt4334266,movie,22 Sep 2017,"$180,851",NEON,,True,,,47%
2671,572,Gaga: Five Foot Two,2017,TV-MA,22 Sep 2017,100 min,"Documentary, Music",Chris Moukarbel,,"Sandra Amador, Michael Bearden, Tony Bennett, BloodPop",This documentary goes behind the scenes with pop provocateur Lady Gaga as she releases a bold new album and prepares for her Super Bowl halftime show.,English,USA,4 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTUzNzAxNTM0MV5BMl5BanBnXkFtZTgwODE1NzMzMzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63.0,7.0,"10,593",tt7291268,movie,22 Sep 2017,,Netflix,,True,,,74%
2672,573,Jerry Before Seinfeld,2017,TV-14,19 Sep 2017,62 min,Comedy,Michael Bonfiglio,Jerry Seinfeld,"Jerry Seinfeld, Jimmy Brogan, Mark Schiff, Carolyn Liebling",Comedian Jerry Seinfeld takes the stage at the comedy club where he began his career to recount his early life.,English,USA,,https://m.media-amazon.com/images/M/MV5BOTc2N2I0Y2UtOTgyYy00MTU3LTk1YzItZGIwMDcxY2JkMGQzXkEyXkFqcGdeQXVyMjQzNzk2ODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",,7.0,"4,599",tt7310906,movie,19 Sep 2017,,Netflix,,True,,,95%
2673,574,Larceny,2017,,15 Sep 2017,87 min,"Action, Thriller",R. Ellis Frazier,"Benjamin Budd (screenplay), Sholom Gelt, Scott Windhauser (rewrite)","Dolph Lundgren, Corbin Bernsen, Louis Mandylor, Isaac C. Singleton Jr.","A team of thieves break into a maximum secured Mexican prision with a plan to rob the most notourious druglord. Full of action, guns smoking, fighting and corrupt politicians.",English,"USA, Mexico",,https://m.media-amazon.com/images/M/MV5BZjUwMmYzNmEtMjc2Yi00ZmMwLWJmZTktZDdhMjQxMjFkYTQ2XkEyXkFqcGdeQXVyMDI4NjM1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.4/10'}]",,3.4,816,tt4797160,movie,,,Parkside Pictures,,True,,,-
2674,575,Rumble,2016,,08 Apr 2016,19 min,"Short, Drama, Sport",Matthew Hopper,"Matthew Hopper, Matthew Hopper","Alexander Shenton, John Macdonald, Joshua Nixon-Hill, Heather Bleasdale",A deaf boxer must decide whether to give up the sport he loves in favour of an operation that could allow him to hear for the first time.,English,UK,,https://m.media-amazon.com/images/M/MV5BYzJkZmRhZDEtNjZkMS00NDFlLTgzNWMtZjMzYTQ5MmI0NDQwXkEyXkFqcGdeQXVyNDY2MTY4MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",,7.6,11,tt4940638,movie,,,,,True,,,-
2675,576,VeggieTales in the City,2017,TV-Y,24 Feb 2017,,"Animation, Short, Adventure, Comedy, Family, Music",,,"Mike Nawrocki, Rob Paulsen, Phil Vischer, Tress MacNeille","Larry, Bob and all their Veggie friends share their city adventures.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BZDRiMjFkYjQtZjA2NC00NThlLWE1ODQtMjkyOWI2MTYwODEyXkEyXkFqcGdeQXVyNzIyMzg5ODI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",,6.2,77,tt6562134,series,,,,,True,,2.0,-
2676,577,TIME: The Kalief Browder Story,2017–,,01 Mar 2017,,"Documentary, Biography",,,"Kalief Browder, Venida Browder, Jay-Z, Paul Prestia","After his arrest at age 16, Kalief Browder fought the system and prevailed, despite unthinkable circumstances. He became an American hero.",English,USA,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BZjEwN2Y4YTAtMzhlZi00MjRkLWI3YTctODVhNWZkNzQwZGIwXkEyXkFqcGdeQXVyNzQzNzQxNzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",,8.5,"1,565",tt6133034,series,,,,,True,,,-
2677,578,Taken,2008,PG-13,30 Jan 2009,90 min,"Action, Thriller",Pierre Morel,"Luc Besson, Robert Mark Kamen","Liam Neeson, Maggie Grace, Leland Orser, Jon Gries","A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.","English, French, Albanian, Arabic","France, USA",2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTM4NzQ0OTYyOF5BMl5BanBnXkFtZTcwMDkyNjQyMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51.0,7.8,"550,221",tt0936501,movie,12 May 2009,"$144,924,285",20th Century Fox,,True,,,58%
2678,579,USS Indianapolis: Men of Courage,2016,R,14 Oct 2016,128 min,"Action, Drama, History, Thriller, War",Mario Van Peebles,"Cam Cannon, Richard Rionda Del Castro","Nicolas Cage, Tom Sizemore, Thomas Jane, Matt Lanter","During World War II, an American navy ship is sunk by a Japanese submarine leaving 890 crewmen stranded in shark infested waters.","English, Japanese",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BYmYxYjAxNDItZWY2NC00MTE1LWIxNGMtZjkzOTM3MzIwM2RjXkEyXkFqcGdeQXVyNDI0MTYyNzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30.0,5.2,"10,482",tt2032572,movie,24 Jan 2017,,Saban Films,,True,,,17%
2679,580,Misfire,2014,Not Rated,12 Jan 2015,90 min,"Action, Crime",R. Ellis Frazier,"Benjamin Budd (story), Benjamin Budd, R. Ellis Frazier (story)","Gary Daniels, Vannessa Vasquez, Michael Greco, Luis Gatica","Hardened DEA agent, Cole, descends into the dangerous underworld of Tijuana, Mexico in search of his journalist ex-wife who he believes has been abducted by a charismatic Cartel boss with aspirations for public office.",English,USA,,https://m.media-amazon.com/images/M/MV5BMTY3MzExODY3MF5BMl5BanBnXkFtZTgwMjI2OTQwMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}]",,3.2,700,tt3207160,movie,21 Oct 2014,,,,True,,,-
2680,581,First They Killed My Father,2017,TV-MA,15 Sep 2017,136 min,"Biography, Drama, History, War",Angelina Jolie,"Loung Ung (screenplay by), Angelina Jolie (screenplay by), Loung Ung (based on the book ""First They Killed My Father"" by)","Sareum Srey Moch, Phoeung Kompheak, Sveng Socheata, Mun Kimhak",Cambodian author and human rights activist Loung Ung recounts the horrors she suffered as a child under the rule of the deadly Khmer Rouge.,"Khmer, English, French","Cambodia, USA",Nominated for 1 Golden Globe. Another 9 wins & 27 nominations.,https://m.media-amazon.com/images/M/MV5BMTgzOTQ1NDUwOF5BMl5BanBnXkFtZTgwNjAwNTkwMzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72.0,7.2,"12,536",tt4882376,movie,15 Sep 2017,,Netflix Originals,,True,,,87%
2682,583,Strong Island,2017,TV-MA,15 Sep 2017,107 min,Documentary,Yance Ford,,"Yance Ford, Harvey Walker, Kevin Myers, Lauren Ford","When filmmaker Yance Ford investigates the 1992 murder of a young black man, it becomes an achingly personal journey since the victim, 24-year-old William Ford Jr., was the filmmaker's brother.",English,"USA, Denmark",Nominated for 1 Oscar. Another 13 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BYTlmNjU3NTktNDRjZi00MDVmLThmMTAtMzJmNDM0MTdhMzZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86.0,6.4,"3,036",tt5873150,movie,15 Sep 2017,,Netflix,,True,,,100
2685,586,Jeff Dunham: Relative Disaster,2017,TV-MA,12 Sep 2017,70 min,Comedy,"Michael Simon, Matthew McNeil",,Jeff Dunham,"Welcome to Ireland, where Ventriloquist Jeff Dunham is back with his gang of dolls, revealing some relative secrets. The Netflix special stars Walter (Jeff Dunham), Bubba J (Jeff Dunham), ...",English,USA,,https://m.media-amazon.com/images/M/MV5BNDZlYWNlN2UtMGVjYi00NWExLWEwMWUtYzMzMzRiNWZkNzUxXkEyXkFqcGdeQXVyNjc1Mzg0OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",,6.4,"1,040",tt7364706,movie,12 Sep 2017,,Netflix,,True,,,-
2686,587,Zig and Sharko,2010–,TV-Y,,7 min,"Animation, Action, Comedy, Family, Fantasy",,,,"A desert island, a starving hyena and one obsession: eat the mermaid. This season, his dream might even come true - she set up house on the beach. Problem: so has her bodyguard, the shark. Ouch.",French,France,,https://m.media-amazon.com/images/M/MV5BMTI1MDAzZWQtZTI0Yi00NWE1LTg3ZTgtMTk3NjEzZDI4ZmRkXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",,6.8,242,tt2046005,series,,,,,True,,1.0,-
2687,588,SHOT! The Psycho-Spiritual Mantra of Rock,2016,Not Rated,07 Apr 2017,98 min,"Documentary, Biography, Music",Barney Clay,,Mick Rock,A joyride that delves deep into the mind of rock and roll's greatest living photographer: Mick Rock.,English,"UK, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BNDkzNzM5MzY0MV5BMl5BanBnXkFtZTgwMzMzNDI3MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64.0,6.8,483,tt3044562,movie,07 Apr 2017,"$14,037",,,True,,,94%
2689,590,Fire Chasers,2017,,08 Sep 2017,,Documentary,,,,"As the 2016 fire season rages in California, The brave backcountry firefighters race to put out the flames, save lives and protect homes in this docuseries.",English,USA,,https://m.media-amazon.com/images/M/MV5BNmQwZWQ0OWYtMDEyOS00NjQ3LWEwY2YtNjZkOWVmOWJlY2YzXkEyXkFqcGdeQXVyMjY0OTI5NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",,6.6,268,tt7293754,series,,,,,True,,,-
2690,591,,,,,,,,,,,,,,,,,,,,,,,,,False,No API key provided.,,-
2691,592,Mothers and Daughters,2016,PG-13,06 May 2016,90 min,Drama,"Paul Duddridge, Nigel Levy(co-director)","Paige Cameron (screenplay written by), Paul Duddridge (based on concept by)","Selma Blair, Luke Mitchell, Symmetry, Gilles Marini",Interwoven stories of what it is to be a mom seen through the lens of photographer Rigby Gray.,English,USA,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNDQyMDAzMTA1M15BMl5BanBnXkFtZTgwOTAxNjk3ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29.0,5.0,"2,677",tt2395339,movie,02 Aug 2016,"$29,149,230",Open Road Films,,True,,,6%'
2692,593,Marc Maron: Too Real,2017,,05 Sep 2017,70 min,Comedy,Lynn Shelton,Marc Maron,Marc Maron,"Comedian Marc Maron riffs on topics including Donald Trump, a Rolling Stones concert, and the hat-buying experience.",English,USA,,https://m.media-amazon.com/images/M/MV5BNjFiMzU5OTMtMmYyMC00OWMxLTk0NTktNzA0MTY0YjkwNTFjXkEyXkFqcGdeQXVyNjc0NzYyMzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",,7.1,"1,237",tt7335938,movie,05 Sep 2017,,Netflix,,True,,,80%
2693,594,Carrie Pilby,2016,Not Rated,04 Apr 2017,98 min,"Comedy, Drama",Susan Johnson,"Kara Holden (screenplay by), Caren Lissner (based on the novel by)","Bel Powley, Nathan Lane, Gabriel Byrne, Vanessa Bayer","A person of high intelligence struggles to make sense of the world as it relates to morality, relationships, sex and leaving her apartment.",English,USA,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMjMxMTQ2ODgwMF5BMl5BanBnXkFtZTgwNjQyODY2MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52.0,6.6,"5,821",tt2989524,movie,04 Apr 2017,"$19,025",The Orchard,,True,,,62%
2694,595,Maniac 8.2.8,2015,,16 May 2015,15 min,"Short, Horror",Giorgos Efthimiou,Giorgos Efthimiou,"Dimitra Aggelou, Giorgos Efthimiou, Stavroula Kontopoulou, Maria-Antouanetta Tatsi","Maniac: a person afflicted with mania. Mania: A manifestation of bipolar disorder, characterized by profuse and rapidly changing ideas, exaggerated sexuality, gaiety, or irritability, decreased sleep and violent abnormal behavior.",Greek,Greece,1 win.,https://m.media-amazon.com/images/M/MV5BZjdmZTRhYzgtOGY4MS00OGM5LWJlNmItYzJiYjZiNmVmYjhkXkEyXkFqcGdeQXVyNDA2NjM2ODk@._V1_SX300.jpg,[],,,,tt5069876,movie,,,,,True,,,-
2696,597,Incorruptible,2015,,14 Jun 2015,94 min,"Documentary, Action, History, News",Elizabeth Chai Vasarhelyi,,,"In the Spring of 2011, Senegal was pitched into crisis when President Abdoulaye Wade decided to change the constitution to allow for a third term. An artist-led youth movement erupted to ...",French,"USA, Senegal",2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTA4MjkyMjAxMTBeQTJeQWpwZ15BbWU4MDY1OTczMzcx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",,5.6,39,tt3246600,movie,,,,,True,,,-
